Dimensions,additional_images,attrib__bulb_type,attrib__color,attrib__designer,attrib__finish,attrib__material,attrib__number_bulbs,attrib__shade,attrib__switch_type,attrib__wattage,attrib__cord_length,cost_price,height,length,manufacturer,manufacturer_sku,min_price,preferred_shipment_type,product__collection,product__country_of_origin,product__description,lifestyle_images,product__sites,product__title,prop_65,shipment_boxes,width
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-45-0218.jpeg,,,,,,,,,,, 378.00,,,Bradburn Home,36-45-0218, 378.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-45-0218_100x.jpeg,www.bradburnhome.com,36-45-0218,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-45-0215.jpeg,,,,,,,,,,, 798.00,,,Bradburn Home,36-45-0215, 798.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-45-0215_100x.jpeg,www.bradburnhome.com,36-45-0215,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-45-0207.jpeg,,,,,,,,,,, 858.00,,,Bradburn Home,36-45-0207, 858.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-45-0207_100x.jpeg,www.bradburnhome.com,36-45-0207,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-25-11740.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-25-11740, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-25-11740_100x.jpeg,www.bradburnhome.com,36-25-11740,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-20-5365.jpeg,,,,,,,,,,, 258.00,,,Bradburn Home,36-20-5365, 258.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-20-5365_100x.jpeg,www.bradburnhome.com,36-20-5365,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-20-4285.jpeg,,,,,,,,,,, 38.00,,,Bradburn Home,36-20-4285, 38.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-20-4285_100x.jpeg,www.bradburnhome.com,36-20-4285,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-20-4284.jpeg,,,,,,,,,,, 38.00,,,Bradburn Home,36-20-4284, 38.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-20-4284_100x.jpeg,www.bradburnhome.com,36-20-4284,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-20-11267.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-20-11267, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-20-11267_100x.jpeg,www.bradburnhome.com,36-20-11267,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-20-11266.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-20-11266, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-20-11266_100x.jpeg,www.bradburnhome.com,36-20-11266,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-5880.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-15-5880, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-5880_100x.jpeg,www.bradburnhome.com,36-15-5880,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-4252.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-15-4252, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-4252_100x.jpeg,www.bradburnhome.com,36-15-4252,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-3502.jpeg,,,,,,,,,,, 50.00,,,Bradburn Home,36-15-3502, 50.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-3502_100x.jpeg,www.bradburnhome.com,36-15-3502,True,{},
"8""w 7""d 12""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-1532.jpeg,,,,,,,,,,, 198.00,"12,",,Bradburn Home,36-15-1532, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-1532_100x.jpeg,www.bradburnhome.com,36-15-1532,True,{},
"5""w 2.5""d 6""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12630.jpeg,,,,,,,,,,, 118.00,"6,",,Bradburn Home,36-15-12630, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12630_100x.jpeg,www.bradburnhome.com,36-15-12630,True,{},
"13.5""w 10.5""d 7""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12460.jpeg,,,,,,,,,,, 358.00,"7,",,Bradburn Home,36-15-12460, 358.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12460_100x.jpeg,www.bradburnhome.com,36-15-12460,True,{},
"15.5""w 6.5""d 8""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12443.jpeg,,,,,,,,,,, 218.00,"8,",,Bradburn Home,36-15-12443, 218.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12443_100x.jpeg,www.bradburnhome.com,36-15-12443,True,{},
"10""w 6.5""d 10.25""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12383.jpeg,,,,,,,,,,, 198.00,"10.25,",,Bradburn Home,36-15-12383, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12383_100x.jpeg,www.bradburnhome.com,36-15-12383,True,{},
"12.5""h 7.5""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12376.jpeg,,,,,,,,,,, 198.00,"12.5,",,Bradburn Home,36-15-12376, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12376_100x.jpeg,www.bradburnhome.com,36-15-12376,True,{},
"8.25""h 11.5""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12372.jpeg,,,,,,,,,,, 298.00,"8.25,",,Bradburn Home,36-15-12372, 298.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12372_100x.jpeg,www.bradburnhome.com,36-15-12372,True,{},
"12.25""h 8""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12095.jpeg,,,,,,,,,,, 198.00,"12.25,",,Bradburn Home,36-15-12095, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12095_100x.jpeg,www.bradburnhome.com,36-15-12095,True,{},
"12""w 9""d 6""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12091.jpeg,,,,,,,,,,, 278.00,"6,",,Bradburn Home,36-15-12091, 278.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12091_100x.jpeg,www.bradburnhome.com,36-15-12091,True,{},
"11""w 7""d 9""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12082.jpeg,,,,,,,,,,, 158.00,"9,",,Bradburn Home,36-15-12082, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12082_100x.jpeg,www.bradburnhome.com,36-15-12082,True,{},
"7""h 8""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12055.jpeg,,,,,,,,,,, 138.00,"7,",,Bradburn Home,36-15-12055, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12055_100x.jpeg,www.bradburnhome.com,36-15-12055,True,{},
"19""w 12""d 7""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-12052.jpeg,,,,,,,,,,, 278.00,"7,",,Bradburn Home,36-15-12052, 278.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-12052_100x.jpeg,www.bradburnhome.com,36-15-12052,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11737.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-15-11737, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11737_100x.jpeg,www.bradburnhome.com,36-15-11737,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11736.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-15-11736, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11736_100x.jpeg,www.bradburnhome.com,36-15-11736,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11735.jpeg,,,,,,,,,,, 378.00,,,Bradburn Home,36-15-11735, 378.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11735_100x.jpeg,www.bradburnhome.com,36-15-11735,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11534.jpeg,,,,,,,,,,, 298.00,,,Bradburn Home,36-15-11534, 298.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11534_100x.jpeg,www.bradburnhome.com,36-15-11534,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11530.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-15-11530, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11530_100x.jpeg,www.bradburnhome.com,36-15-11530,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11529.jpeg,,,,,,,,,,, 438.00,,,Bradburn Home,36-15-11529, 438.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11529_100x.jpeg,www.bradburnhome.com,36-15-11529,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11528.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-15-11528, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11528_100x.jpeg,www.bradburnhome.com,36-15-11528,True,{},
"20""w 8""d 8""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11527.jpeg,,,,,,,,,,, 398.00,"8,",,Bradburn Home,36-15-11527, 398.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11527_100x.jpeg,www.bradburnhome.com,36-15-11527,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11526.jpeg,,,,,,,,,,, 398.00,,,Bradburn Home,36-15-11526, 398.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11526_100x.jpeg,www.bradburnhome.com,36-15-11526,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11525.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-15-11525, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11525_100x.jpeg,www.bradburnhome.com,36-15-11525,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-11303.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-15-11303, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-11303_100x.jpeg,www.bradburnhome.com,36-15-11303,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10717.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-15-10717, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10717_100x.jpeg,www.bradburnhome.com,36-15-10717,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10712.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-15-10712, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10712_100x.jpeg,www.bradburnhome.com,36-15-10712,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10588.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-15-10588, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10588_100x.jpeg,www.bradburnhome.com,36-15-10588,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10575.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-15-10575, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10575_100x.jpeg,www.bradburnhome.com,36-15-10575,True,{},
"12""w 9""d 10""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10560.jpeg,,,,,,,,,,, 238.00,"10,",,Bradburn Home,36-15-10560, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10560_100x.jpeg,www.bradburnhome.com,36-15-10560,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10550.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-15-10550, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10550_100x.jpeg,www.bradburnhome.com,36-15-10550,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10116.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-15-10116, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10116_100x.jpeg,www.bradburnhome.com,36-15-10116,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10115.jpeg,,,,,,,,,,, 68.00,,,Bradburn Home,36-15-10115, 68.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10115_100x.jpeg,www.bradburnhome.com,36-15-10115,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-10108.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-15-10108, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-10108_100x.jpeg,www.bradburnhome.com,36-15-10108,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0846.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-15-0846, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0846_100x.jpeg,www.bradburnhome.com,36-15-0846,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0830.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-15-0830, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0830_100x.jpeg,www.bradburnhome.com,36-15-0830,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0807.jpeg,,,,,,,,,,, 298.00,,,Bradburn Home,36-15-0807, 298.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0807_100x.jpeg,www.bradburnhome.com,36-15-0807,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0588.jpeg,,,,,,,,,,, 66.00,,,Bradburn Home,36-15-0588, 66.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0588_100x.jpeg,www.bradburnhome.com,36-15-0588,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0578.jpeg,,,,,,,,,,, 126.00,,,Bradburn Home,36-15-0578, 126.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0578_100x.jpeg,www.bradburnhome.com,36-15-0578,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0259.jpeg,,,,,,,,,,, 58.00,,,Bradburn Home,36-15-0259, 58.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0259_100x.jpeg,www.bradburnhome.com,36-15-0259,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0256.jpeg,,,,,,,,,,, 58.00,,,Bradburn Home,36-15-0256, 58.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0256_100x.jpeg,www.bradburnhome.com,36-15-0256,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0252.jpeg,,,,,,,,,,, 70.00,,,Bradburn Home,36-15-0252, 70.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0252_100x.jpeg,www.bradburnhome.com,36-15-0252,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0250.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-15-0250, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0250_100x.jpeg,www.bradburnhome.com,36-15-0250,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-15-0249.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-15-0249, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-15-0249_100x.jpeg,www.bradburnhome.com,36-15-0249,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-5865.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-12-5865, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-5865_100x.jpeg,www.bradburnhome.com,36-12-5865,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-5304.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-12-5304, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-5304_100x.jpeg,www.bradburnhome.com,36-12-5304,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-5303.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-5303, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-5303_100x.jpeg,www.bradburnhome.com,36-12-5303,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-5300.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-5300, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-5300_100x.jpeg,www.bradburnhome.com,36-12-5300,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-1583.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-12-1583, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-1583_100x.jpeg,www.bradburnhome.com,36-12-1583,True,{},
"12""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-1234.jpeg,,,,,,,,,,, 98.00,"12,",,Bradburn Home,36-12-1234, 98.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-1234_100x.jpeg,www.bradburnhome.com,36-12-1234,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-1229.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-12-1229, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-1229_100x.jpeg,www.bradburnhome.com,36-12-1229,True,{},
"2.5""w 1.75""d 7.5""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-12080.jpeg,,,,,,,,,,, 58.00,"7.5,",,Bradburn Home,36-12-12080, 58.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-12080_100x.jpeg,www.bradburnhome.com,36-12-12080,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11506.jpeg,,,,,,,,,,, 318.00,,,Bradburn Home,36-12-11506, 318.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11506_100x.jpeg,www.bradburnhome.com,36-12-11506,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11498.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-11498, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11498_100x.jpeg,www.bradburnhome.com,36-12-11498,True,{},
"13""w 7""d 21""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11496.jpeg,,,,,,,,,,, 278.00,"21,",,Bradburn Home,36-12-11496, 278.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11496_100x.jpeg,www.bradburnhome.com,36-12-11496,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11276.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-12-11276, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11276_100x.jpeg,www.bradburnhome.com,36-12-11276,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11264.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-12-11264, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11264_100x.jpeg,www.bradburnhome.com,36-12-11264,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-11259.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-11259, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-11259_100x.jpeg,www.bradburnhome.com,36-12-11259,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10675.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-10675, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10675_100x.jpeg,www.bradburnhome.com,36-12-10675,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10673.jpeg,,,,,,,,,,, 198.00,,,Bradburn Home,36-12-10673, 198.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10673_100x.jpeg,www.bradburnhome.com,36-12-10673,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10585.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-12-10585, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10585_100x.jpeg,www.bradburnhome.com,36-12-10585,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10132.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-12-10132, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10132_100x.jpeg,www.bradburnhome.com,36-12-10132,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10129.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-12-10129, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10129_100x.jpeg,www.bradburnhome.com,36-12-10129,True,{},
"6.75""w 4""d 22.5""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-10072.jpeg,,,,,,,,,,, 178.00,"22.5,",,Bradburn Home,36-12-10072, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-10072_100x.jpeg,www.bradburnhome.com,36-12-10072,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0876.jpeg,,,,,,,,,,, 118.00,,,Bradburn Home,36-12-0876, 118.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0876_100x.jpeg,www.bradburnhome.com,36-12-0876,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0838.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-12-0838, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0838_100x.jpeg,www.bradburnhome.com,36-12-0838,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0568.jpeg,,,,,,,,,,, 158.00,,,Bradburn Home,36-12-0568, 158.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0568_100x.jpeg,www.bradburnhome.com,36-12-0568,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0565.jpeg,,,,,,,,,,, 178.00,,,Bradburn Home,36-12-0565, 178.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0565_100x.jpeg,www.bradburnhome.com,36-12-0565,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0295.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-12-0295, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0295_100x.jpeg,www.bradburnhome.com,36-12-0295,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0294.jpeg,,,,,,,,,,, 138.00,,,Bradburn Home,36-12-0294, 138.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0294_100x.jpeg,www.bradburnhome.com,36-12-0294,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0225.jpeg,,,,,,,,,,, 238.00,,,Bradburn Home,36-12-0225, 238.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0225_100x.jpeg,www.bradburnhome.com,36-12-0225,True,{},
,https://cdn.shopify.com/s/files/1/0932/6774/products/36-12-0212.jpeg,,,,,,,,,,, 338.00,,,Bradburn Home,36-12-0212, 338.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-12-0212_100x.jpeg,www.bradburnhome.com,36-12-0212,True,{},
"29""w 39""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-5593.jpeg,,,,,,,,,,, 398.00,"39,",,Bradburn Home,36-11-5593, 398.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-5593_100x.jpeg,www.bradburnhome.com,36-11-5593,True,{},
"1.25""h 31""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-12339.jpeg,,,,,,,,,,, 878.00,"1.25,",,Bradburn Home,36-11-12339, 878.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-12339_100x.jpeg,www.bradburnhome.com,36-11-12339,True,{},
"35""w 35""d 1""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-12338.jpeg,,,,,,,,,,, 658.00,"1,",,Bradburn Home,36-11-12338, 658.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-12338_100x.jpeg,www.bradburnhome.com,36-11-12338,True,{},
"39.5""w 47.5""d 1""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-12322.jpeg,,,,,,,,,,, 998.00,"1,",,Bradburn Home,36-11-12322, 998.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-12322_100x.jpeg,www.bradburnhome.com,36-11-12322,True,{},
"31""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-11702.jpeg,,,,,,,,,,, 798.00,,,Bradburn Home,36-11-11702, 798.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-11702_100x.jpeg,www.bradburnhome.com,36-11-11702,True,{},
"35""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-11490.jpeg,,,,,,,,,,, 798.00,,,Bradburn Home,36-11-11490, 798.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-11490_100x.jpeg,www.bradburnhome.com,36-11-11490,True,{},
"35""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-11489.jpeg,,,,,,,,,,, 798.00,,,Bradburn Home,36-11-11489, 798.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-11489_100x.jpeg,www.bradburnhome.com,36-11-11489,True,{},
"20""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-11473.jpeg,,,,,,,,,,, 378.00,,,Bradburn Home,36-11-11473, 378.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-11473_100x.jpeg,www.bradburnhome.com,36-11-11473,True,{},
"24""w 40""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-11-10653.jpeg,,,,,,,,,,, 318.00,"40,",,Bradburn Home,36-11-10653, 318.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-11-10653_100x.jpeg,www.bradburnhome.com,36-11-10653,True,{},
"7.5""h 10.5""dia",https://cdn.shopify.com/s/files/1/0932/6774/products/36-10-12643.jpeg,,,,,,,,,,, 258.00,"7.5,",,Bradburn Home,36-10-12643, 258.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-10-12643_100x.jpeg,www.bradburnhome.com,36-10-12643,True,{},
"13""w 4""d 5.25""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-10-12345.jpeg,,,,,,,,,,, 148.00,"5.25,",,Bradburn Home,36-10-12345, 148.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-10-12345_100x.jpeg,www.bradburnhome.com,36-10-12345,True,{},
"11""w 9.25""d 5""h",https://cdn.shopify.com/s/files/1/0932/6774/products/36-10-12341.jpeg,,,,,,,,,,, 148.00,"5,",,Bradburn Home,36-10-12341, 148.00,,,,,cdn.shopify.com/s/files/1/0932/6774/products/36-10-12341_100x.jpeg,www.bradburnhome.com,36-10-12341,True,{},
